"","gene","term","estimate","statistic","p.value","lod","fdr"
"181","204393_s_at","sensitive",1.56408138725282,8.04010133790795,4.38344941082039e-05,2.68162603346149,0.0095866038614642
"182","233078_at","sensitive",-0.86746964243925,-8.02938727408291,4.42549897596671e-05,2.67246315795515,0.00961623894964195
"183","208235_x_at","sensitive",-0.644211018210218,-8.00787657990268,4.51128369045624e-05,2.65402892319031,0.00963428974103634
"184","222103_at","sensitive",-0.628846026267557,-8.00532773987349,4.52157045454964e-05,2.65184126193516,0.00963428974103634
"185","222774_s_at","sensitive",-0.6312409500338,-7.99492085094496,4.56384278542005e-05,2.64290167015319,0.00963428974103634
"186","201034_at","sensitive",-0.779272482165187,-7.98853923888211,4.5899819392291e-05,2.63741394008226,0.00965220240489811
"187","226098_at","sensitive",-0.629272680367816,-7.95189762421713,4.74332715786694e-05,2.60581801969028,0.00979682226828072
"188","244080_at","sensitive",0.646181970161362,7.9439830117526,4.77719293788515e-05,2.59897382405194,0.00979682226828072
"189","205964_at","sensitive",0.593074750835376,7.93519708070172,4.81510226657947e-05,2.59136803443362,0.00979682226828072
"190","228980_at","sensitive",0.717203199339153,7.92583749297192,4.85585520750631e-05,2.58325623461394,0.00979682226828072
"191","201410_at","sensitive",0.660331803859099,7.91796487531996,4.89043077782124e-05,2.57642564212669,0.00983030524916825
"192","239067_s_at","sensitive",-0.772425524580312,-7.89966836093476,4.97184917480359e-05,2.56052426058469,0.0098491251316082
"193","227506_at","sensitive",-0.669050632990674,-7.89383257388158,4.99813424158961e-05,2.55544457752401,0.00986545089021342
"194","217627_at","sensitive",-0.728175916429417,-7.87771557527233,5.07153322479237e-05,2.54139601775392,0.00991916922595989
"195","204974_at","sensitive",-0.659643039701682,-7.87472238424284,5.08529614857163e-05,2.53878377548314,0.00991916922595989
"196","219376_at","sensitive",-0.590797168560104,-7.85049049357251,5.19825765635141e-05,2.51759899902315,0.00994945097011463
"197","201574_at","sensitive",0.692899623856437,7.786806209493,5.50866465497964e-05,2.46160809827932,0.0102151033720271
"198","209684_at","sensitive",0.649946041041745,7.73160102189476,5.79447122637249e-05,2.41270027516435,0.0105253393455786
"199","213943_at","sensitive",-0.671986071193987,-7.71456134175035,5.88598806713064e-05,2.39753414785466,0.0106210032201441
"200","205195_at","sensitive",-0.595463760587961,-7.70119326110245,5.95891022649437e-05,2.38561263931109,0.0106820792338879
"201","201939_at","sensitive",-0.69905891485551,-7.68325581823071,6.05834017148152e-05,2.36958398565157,0.0107545373011608
"202","227306_at","sensitive",-0.648553369624573,-7.64222591010631,6.29277989057298e-05,2.33278081626042,0.0107697023199437
"203","1555097_a_at","sensitive",-0.907898748973131,-7.62812867689715,6.37564230687126e-05,2.32009088141102,0.0107697023199437
"204","224694_at","sensitive",-0.637254757524516,-7.62680015773284,6.38351352605966e-05,2.31889379711501,0.0107697023199437
"205","218647_s_at","sensitive",0.646993108525676,7.6230188606412,6.40597613450585e-05,2.31548547480951,0.0107697023199437
"206","235780_at","sensitive",-0.682661328056034,-7.62079369928423,6.41923562745398e-05,2.31347901993577,0.0107697023199437
"207","239765_at","sensitive",-0.763752877795907,-7.61311239060404,6.46524252761639e-05,2.30654826906138,0.0107697023199437
"208","225171_at","sensitive",0.793141356161354,7.61059295512144,6.48041227023078e-05,2.30427351880902,0.0107697023199437
"209","236327_at","sensitive",0.615418688929123,7.60914266622182,6.48916251588494e-05,2.30296374564533,0.0107697023199437
